KEGG pathway	Protein accession	KEGG KO No.	T4/S Ratio	Regulated Type
map00640 Propanoate metabolism	Mlycd	K01578	0.6428539275264461	Down
map00640 Propanoate metabolism	Acss1	K01895	0.571515625359303	Down
map00640 Propanoate metabolism	Mcee	K05606	0.57487058314244	Down
map00640 Propanoate metabolism	Echdc1	K18426	0.586894620142374	Down
map00640 Propanoate metabolism	Ehhadh	K07514	0.43825539413736797	Down
map00640 Propanoate metabolism	Aldh6a1	K00140	0.56972505671982	Down
map00640 Propanoate metabolism	Acox1	K00232	0.6517862743165389	Down
map00640 Propanoate metabolism	Suclg1	K01899	0.610621465434655	Down
map00640 Propanoate metabolism	Sucla2	K01900	0.634802469913679	Down
map00650 Butanoate metabolism	Abat	K13524	1.9375891231626103	Up
map00650 Butanoate metabolism	Acads	K00248	0.650213691928063	Down
map00650 Butanoate metabolism	Hadh	K00022	0.510717981280278	Down
map00650 Butanoate metabolism	Bdh1	K00019	3.4036727266465	Up
map00650 Butanoate metabolism	Hadha	K07515	0.5210856119791671	Down
map00650 Butanoate metabolism	Aldh5a1	K00139	0.6662744262818809	Down
map00650 Butanoate metabolism	Acat1	K00626	0.6219199707598929	Down
map00650 Butanoate metabolism	Ehhadh	K07514	0.43825539413736797	Down
map00760 Nicotinate and nicotinamide metabolism	Nt5c1a	K01081	0.432659266509778	Down
map00760 Nicotinate and nicotinamide metabolism	Nt5c2	K01081	1.9138468514425	Up
map00760 Nicotinate and nicotinamide metabolism	Nnt	K00323	0.596173107814419	Down
map00760 Nicotinate and nicotinamide metabolism	Nadk2	K00858	0.5645959068838771	Down
map00760 Nicotinate and nicotinamide metabolism	Sirt3	K11413	0.655366207396664	Down
map00760 Nicotinate and nicotinamide metabolism	Nampt	K03462	0.62907874264862	Down
map00760 Nicotinate and nicotinamide metabolism	Nt5c	K01081	0.612817904374364	Down
map00920 Sulfur metabolism	Selenbp1	K17285	0.45574668275030206	Down
map00920 Sulfur metabolism	Tst	K01011	0.666418795128785	Down
map00920 Sulfur metabolism	Mpst	K01011	0.648338186356073	Down
map00980 Metabolism of xenobiotics by cytochrome P450	Adh1	K13951	0.39140308571161003	Down
map00980 Metabolism of xenobiotics by cytochrome P450	Gstm1	K00799	0.6445782368971421	Down
map00980 Metabolism of xenobiotics by cytochrome P450	Gsta4	K00799	0.665606104523792	Down
map00980 Metabolism of xenobiotics by cytochrome P450	Gstm7	K00799	0.435687748931755	Down
map00980 Metabolism of xenobiotics by cytochrome P450	Akr7a2	K15303	0.663540225781982	Down
map00980 Metabolism of xenobiotics by cytochrome P450	Ephx1	K01253	1.92462732285073	Up
map00980 Metabolism of xenobiotics by cytochrome P450	Dhdh	K00078	0.5791321033210329	Down
map00980 Metabolism of xenobiotics by cytochrome P450	Gstk1	K13299	0.4457486280521671	Down
map00982 Drug metabolism - cytochrome P450	Adh1	K13951	0.39140308571161003	Down
map00982 Drug metabolism - cytochrome P450	Gstm1	K00799	0.6445782368971421	Down
map00982 Drug metabolism - cytochrome P450	Gsta4	K00799	0.665606104523792	Down
map00982 Drug metabolism - cytochrome P450	Fmo5	K00485	1.89936161008486	Up
map00982 Drug metabolism - cytochrome P450	Gstm7	K00799	0.435687748931755	Down
map00982 Drug metabolism - cytochrome P450	Maob	K00274	0.527779462402544	Down
map00982 Drug metabolism - cytochrome P450	Fmo2	K00485	1.80135150228974	Up
map00982 Drug metabolism - cytochrome P450	Gstk1	K13299	0.4457486280521671	Down
map03320 PPAR signaling pathway	Acsl1	K01897	0.604619898445803	Down
map03320 PPAR signaling pathway	Plin2	K17284	0.39663714222970503	Down
map03320 PPAR signaling pathway	Acadm	K00249	0.583763813293749	Down
map03320 PPAR signaling pathway	Cpt2	K08766	0.5646003262642739	Down
map03320 PPAR signaling pathway	Slc27a1	K08745	0.506579664836962	Down
map03320 PPAR signaling pathway	Plin5	K20255	0.41203804121131204	Down
map03320 PPAR signaling pathway	Acsl6	K01897	0.625473359663859	Down
map03320 PPAR signaling pathway	Ehhadh	K07514	0.43825539413736797	Down
map03320 PPAR signaling pathway	Acox1	K00232	0.6517862743165389	Down
map04122 Sulfur relay system	Tst	K01011	0.666418795128785	Down
map04122 Sulfur relay system	Mpst	K01011	0.648338186356073	Down
map04146 Peroxisome	Phyh	K00477	0.5593693690946949	Down
map04146 Peroxisome	Ech1	K12663	0.468734555975883	Down
map04146 Peroxisome	Sod1	K04565	0.65550331432095	Down
map04146 Peroxisome	Sod2	K04564	0.622701202502569	Down
map04146 Peroxisome	Mpv17	K13348	0.59754373745237	Down
map04146 Peroxisome	Ephx2	K08726	0.621069209601772	Down
map04146 Peroxisome	Acsl1	K01897	0.604619898445803	Down
map04146 Peroxisome	Crat	K00624	0.5629659720894671	Down
map04146 Peroxisome	Gnpat	K00649	0.6568989824690451	Down
map04146 Peroxisome	Acsl6	K01897	0.625473359663859	Down
map04146 Peroxisome	Mlycd	K01578	0.6428539275264461	Down
map04146 Peroxisome	Dhrs4	K11147	0.6224721308255171	Down
map04146 Peroxisome	Ehhadh	K07514	0.43825539413736797	Down
map04146 Peroxisome	Gstk1	K13299	0.4457486280521671	Down
map04146 Peroxisome	Acox1	K00232	0.6517862743165389	Down
map04146 Peroxisome	Eci2	K13239	0.6127082526152651	Down
map04260 Cardiac muscle contraction	Ryr2	K04962	0.638979257515978	Down
map04260 Cardiac muscle contraction	Cox5a	K02264	0.665065186731032	Down
map04260 Cardiac muscle contraction	Atp1b1	K01540	0.6472482203187989	Down
map04260 Cardiac muscle contraction	Cox7c	K02272	0.643286691763146	Down
map04260 Cardiac muscle contraction	Tnnc1	K05865	0.598913330566351	Down
map04260 Cardiac muscle contraction	Cox4i1	K02263	0.624698972099853	Down
map04260 Cardiac muscle contraction	Tnni3	K12044	0.582637082008288	Down
map04260 Cardiac muscle contraction	Tnnt2	K12045	0.50751925121629	Down
map04260 Cardiac muscle contraction	Cox7a1	K02270	0.5924888605983449	Down
map04260 Cardiac muscle contraction	Tpm1	K10373	0.461659285625595	Down
map04260 Cardiac muscle contraction	Uqcrh	K00416	0.581900215098893	Down
map04260 Cardiac muscle contraction	Cox7a2l	K02270	0.6662543517511751	Down
map04260 Cardiac muscle contraction	Atp1a1	K01539	0.622603146077771	Down
map04260 Cardiac muscle contraction	Myh7	K17751	36.249312528481	Up
map04260 Cardiac muscle contraction	Cox6c	K02268	0.599873434738557	Down
map04260 Cardiac muscle contraction	Uqcrfs1	K00411	0.634808916528353	Down
map04260 Cardiac muscle contraction	Uqcrc1	K00414	0.6464293336748199	Down
map04260 Cardiac muscle contraction	Cyc1	K00413	0.6482520542616811	Down
map04714 Thermogenesis	Ndufaf6	K18163	0.630376458765867	Down
map04714 Thermogenesis	Mtnd1	K03878	0.664531774654894	Down
map04714 Thermogenesis	Mtatp8	K02125	0.619321157371039	Down
map04714 Thermogenesis	Prkg1	K07376	2.00504484304933	Up
map04714 Thermogenesis	Cox5a	K02264	0.665065186731032	Down
map04714 Thermogenesis	Cox7c	K02272	0.643286691763146	Down
map04714 Thermogenesis	Cox4i1	K02263	0.624698972099853	Down
map04714 Thermogenesis	Acsl1	K01897	0.604619898445803	Down
map04714 Thermogenesis	Ndufs6	K03939	0.6512618562387951	Down
map04714 Thermogenesis	Cpt2	K08766	0.5646003262642739	Down
map04714 Thermogenesis	Atp5mf	K02130	0.584844230769231	Down
map04714 Thermogenesis	Atp5f1e	K02135	0.542550568723035	Down
map04714 Thermogenesis	Cox7a1	K02270	0.5924888605983449	Down
map04714 Thermogenesis	Atp5f1b	K02133	0.618571477912479	Down
map04714 Thermogenesis	Uqcrh	K00416	0.581900215098893	Down
map04714 Thermogenesis	Adcy6	K08046	0.4929700305258571	Down
map04714 Thermogenesis	Atp5f1a	K02132	0.627681631616807	Down
map04714 Thermogenesis	Cox7a2l	K02270	0.6662543517511751	Down
map04714 Thermogenesis	Ndufa4	K03948	0.59366947425099	Down
map04714 Thermogenesis	Sdha	K00234	0.661259454365319	Down
map04714 Thermogenesis	Ndufs8	K03941	0.6496181498102359	Down
map04714 Thermogenesis	Ndufs1	K03934	0.642445054945055	Down
map04714 Thermogenesis	Atp5f1c	K02136	0.599008402089168	Down
map04714 Thermogenesis	Acsl6	K01897	0.625473359663859	Down
map04714 Thermogenesis	Ndufs2	K03935	0.643691510045366	Down
map04714 Thermogenesis	Ndufv1	K03942	0.641955154934909	Down
map04714 Thermogenesis	Ndufa10	K03954	0.662131590033233	Down
map04714 Thermogenesis	Cox6c	K02268	0.599873434738557	Down
map04714 Thermogenesis	Atp5mg	K02140	0.636260777405402	Down
map04714 Thermogenesis	Ndufc2	K03968	0.6541508402692738	Down
map04714 Thermogenesis	Ndufa2	K03946	0.6094478047302161	Down
map04714 Thermogenesis	Ndufa3	K03947	0.649707161981258	Down
map04714 Thermogenesis	Sdhb	K00235	0.629682953768926	Down
map04714 Thermogenesis	Ndufb4	K03960	0.666269169230358	Down
map04714 Thermogenesis	Ndufb5	K03961	0.6546426677664531	Down
map04714 Thermogenesis	Ndufb9	K03965	0.6450303390255999	Down
map04714 Thermogenesis	Ndufa6	K03950	0.6483572980413621	Down
map04714 Thermogenesis	Ndufb3	K03959	0.6013982556414771	Down
map04714 Thermogenesis	Ndufb7	K03963	0.6449632057386679	Down
map04714 Thermogenesis	Uqcrfs1	K00411	0.634808916528353	Down
map04714 Thermogenesis	Ndufs4	K03937	0.54674271455307	Down
map04714 Thermogenesis	Uqcrc1	K00414	0.6464293336748199	Down
map04714 Thermogenesis	Cyc1	K00413	0.6482520542616811	Down
map04714 Thermogenesis	Ndufaf4	K18161	0.6294666337494499	Down
map04714 Thermogenesis	Atp5f1d	K02134	0.629907280960253	Down
map04714 Thermogenesis	Ndufv2	K03943	0.663517803344319	Down
map04714 Thermogenesis	Ndufs7	K03940	0.657864277863694	Down
map04714 Thermogenesis	Ndufa8	K03952	0.6383428999676379	Down
map04714 Thermogenesis	Ndufb10	K03966	0.6402400166760971	Down
map04714 Thermogenesis	Ndufs3	K03936	0.6557638270166539	Down
map04714 Thermogenesis	Ndufa13	K11353	0.651582478192837	Down
map04714 Thermogenesis	Prkab1	K07199	0.544425249922121	Down
map04714 Thermogenesis	Ndufa7	K03951	0.5764563234751441	Down
map04714 Thermogenesis	Slc25a20	K15109	0.598269870609982	Down
map04723 Retrograde endocannabinoid signaling	Mtnd1	K03878	0.664531774654894	Down
map04723 Retrograde endocannabinoid signaling	Itpr1	K04958	2.57193268186754	Up
map04723 Retrograde endocannabinoid signaling	Gnao1	K04534	2.18978059426049	Up
map04723 Retrograde endocannabinoid signaling	Prkca	K02677	1.9539193984751102	Up
map04723 Retrograde endocannabinoid signaling	Ndufs6	K03939	0.6512618562387951	Down
map04723 Retrograde endocannabinoid signaling	Adcy6	K08046	0.4929700305258571	Down
map04723 Retrograde endocannabinoid signaling	Ndufa4	K03948	0.59366947425099	Down
map04723 Retrograde endocannabinoid signaling	Ndufs8	K03941	0.6496181498102359	Down
map04723 Retrograde endocannabinoid signaling	Ndufs1	K03934	0.642445054945055	Down
map04723 Retrograde endocannabinoid signaling	Ndufs2	K03935	0.643691510045366	Down
map04723 Retrograde endocannabinoid signaling	Ndufv1	K03942	0.641955154934909	Down
map04723 Retrograde endocannabinoid signaling	Ndufa10	K03954	0.662131590033233	Down
map04723 Retrograde endocannabinoid signaling	Ndufc2	K03968	0.6541508402692738	Down
map04723 Retrograde endocannabinoid signaling	Ndufa2	K03946	0.6094478047302161	Down
map04723 Retrograde endocannabinoid signaling	Ndufa3	K03947	0.649707161981258	Down
map04723 Retrograde endocannabinoid signaling	Ndufb4	K03960	0.666269169230358	Down
map04723 Retrograde endocannabinoid signaling	Ndufb5	K03961	0.6546426677664531	Down
map04723 Retrograde endocannabinoid signaling	Ndufb9	K03965	0.6450303390255999	Down
map04723 Retrograde endocannabinoid signaling	Ndufa6	K03950	0.6483572980413621	Down
map04723 Retrograde endocannabinoid signaling	Ndufb3	K03959	0.6013982556414771	Down
map04723 Retrograde endocannabinoid signaling	Ndufb7	K03963	0.6449632057386679	Down
map04723 Retrograde endocannabinoid signaling	Gng10	K04545	1.61219320991377	Up
map04723 Retrograde endocannabinoid signaling	Ndufs4	K03937	0.54674271455307	Down
map04723 Retrograde endocannabinoid signaling	Ndufv2	K03943	0.663517803344319	Down
map04723 Retrograde endocannabinoid signaling	Ndufs7	K03940	0.657864277863694	Down
map04723 Retrograde endocannabinoid signaling	Ndufa8	K03952	0.6383428999676379	Down
map04723 Retrograde endocannabinoid signaling	Ndufb10	K03966	0.6402400166760971	Down
map04723 Retrograde endocannabinoid signaling	Ndufs3	K03936	0.6557638270166539	Down
map04723 Retrograde endocannabinoid signaling	Ndufa13	K11353	0.651582478192837	Down
map04723 Retrograde endocannabinoid signaling	Ndufa7	K03951	0.5764563234751441	Down
map04932 Non-alcoholic fatty liver disease	Cox5a	K02264	0.665065186731032	Down
map04932 Non-alcoholic fatty liver disease	Cox7c	K02272	0.643286691763146	Down
map04932 Non-alcoholic fatty liver disease	Cox4i1	K02263	0.624698972099853	Down
map04932 Non-alcoholic fatty liver disease	Nfkb1	K02580	1.56306817742969	Up
map04932 Non-alcoholic fatty liver disease	Ndufs6	K03939	0.6512618562387951	Down
map04932 Non-alcoholic fatty liver disease	Cox7a1	K02270	0.5924888605983449	Down
map04932 Non-alcoholic fatty liver disease	Uqcrh	K00416	0.581900215098893	Down
map04932 Non-alcoholic fatty liver disease	Cox7a2l	K02270	0.6662543517511751	Down
map04932 Non-alcoholic fatty liver disease	Ndufa4	K03948	0.59366947425099	Down
map04932 Non-alcoholic fatty liver disease	Sdha	K00234	0.661259454365319	Down
map04932 Non-alcoholic fatty liver disease	Ndufs8	K03941	0.6496181498102359	Down
map04932 Non-alcoholic fatty liver disease	Ndufs1	K03934	0.642445054945055	Down
map04932 Non-alcoholic fatty liver disease	Ndufs2	K03935	0.643691510045366	Down
map04932 Non-alcoholic fatty liver disease	Ndufv1	K03942	0.641955154934909	Down
map04932 Non-alcoholic fatty liver disease	Ndufa10	K03954	0.662131590033233	Down
map04932 Non-alcoholic fatty liver disease	Cox6c	K02268	0.599873434738557	Down
map04932 Non-alcoholic fatty liver disease	Ndufc2	K03968	0.6541508402692738	Down
map04932 Non-alcoholic fatty liver disease	Ndufa2	K03946	0.6094478047302161	Down
map04932 Non-alcoholic fatty liver disease	Ndufa3	K03947	0.649707161981258	Down
map04932 Non-alcoholic fatty liver disease	Sdhb	K00235	0.629682953768926	Down
map04932 Non-alcoholic fatty liver disease	Ndufb4	K03960	0.666269169230358	Down
map04932 Non-alcoholic fatty liver disease	Ndufb5	K03961	0.6546426677664531	Down
map04932 Non-alcoholic fatty liver disease	Ndufb9	K03965	0.6450303390255999	Down
map04932 Non-alcoholic fatty liver disease	Ndufa6	K03950	0.6483572980413621	Down
map04932 Non-alcoholic fatty liver disease	Ndufb3	K03959	0.6013982556414771	Down
map04932 Non-alcoholic fatty liver disease	Ndufb7	K03963	0.6449632057386679	Down
map04932 Non-alcoholic fatty liver disease	Uqcrfs1	K00411	0.634808916528353	Down
map04932 Non-alcoholic fatty liver disease	Ndufs4	K03937	0.54674271455307	Down
map04932 Non-alcoholic fatty liver disease	Uqcrc1	K00414	0.6464293336748199	Down
map04932 Non-alcoholic fatty liver disease	Cyc1	K00413	0.6482520542616811	Down
map04932 Non-alcoholic fatty liver disease	Ndufv2	K03943	0.663517803344319	Down
map04932 Non-alcoholic fatty liver disease	Ndufs7	K03940	0.657864277863694	Down
map04932 Non-alcoholic fatty liver disease	Ndufa8	K03952	0.6383428999676379	Down
map04932 Non-alcoholic fatty liver disease	Ndufb10	K03966	0.6402400166760971	Down
map04932 Non-alcoholic fatty liver disease	Ndufs3	K03936	0.6557638270166539	Down
map04932 Non-alcoholic fatty liver disease	Ndufa13	K11353	0.651582478192837	Down
map04932 Non-alcoholic fatty liver disease	Prkab1	K07199	0.544425249922121	Down
map04932 Non-alcoholic fatty liver disease	Ndufa7	K03951	0.5764563234751441	Down
map04936 Alcoholic liver disease	Acacb	K01946	0.613159470029531	Down
map04936 Alcoholic liver disease	Adh1	K13951	0.39140308571161003	Down
map04936 Alcoholic liver disease	Nfkb1	K02580	1.56306817742969	Up
map04936 Alcoholic liver disease	Acadm	K00249	0.583763813293749	Down
map04936 Alcoholic liver disease	Aldh2	K00128	0.6286482271150999	Down
map04936 Alcoholic liver disease	Acadvl	K09479	0.5583764244379239	Down
map04936 Alcoholic liver disease	Lpin1	K15728	0.373123438677188	Down
map04936 Alcoholic liver disease	Mlycd	K01578	0.6428539275264461	Down
map04936 Alcoholic liver disease	Aldh9a1	K00149	0.5327999479624029	Down
map04936 Alcoholic liver disease	Prkab1	K07199	0.544425249922121	Down
map04936 Alcoholic liver disease	Acox1	K00232	0.6517862743165389	Down
map04964 Proximal tubule bicarbonate reclamation	Atp1b1	K01540	0.6472482203187989	Down
map04964 Proximal tubule bicarbonate reclamation	Aqp1	K09864	0.556412829930811	Down
map04964 Proximal tubule bicarbonate reclamation	Ca4	K18246	0.46421306890414404	Down
map04964 Proximal tubule bicarbonate reclamation	Atp1a1	K01539	0.622603146077771	Down
map05010 Alzheimer disease	Klc1	K10407	1.8329382762871	Up
map05010 Alzheimer disease	Klc2	K10407	1.7137194079086102	Up
map05010 Alzheimer disease	Mtnd1	K03878	0.664531774654894	Down
map05010 Alzheimer disease	Mtatp8	K02125	0.619321157371039	Down
map05010 Alzheimer disease	Mapt	K04380	1.9370930806878897	Up
map05010 Alzheimer disease	Itpr1	K04958	2.57193268186754	Up
map05010 Alzheimer disease	App	K04520	2.8463189971604703	Up
map05010 Alzheimer disease	Cox5a	K02264	0.665065186731032	Down
map05010 Alzheimer disease	Cox7c	K02272	0.643286691763146	Down
map05010 Alzheimer disease	Cox4i1	K02263	0.624698972099853	Down
map05010 Alzheimer disease	Nfkb1	K02580	1.56306817742969	Up
map05010 Alzheimer disease	Map2k1	K04368	1.53031232980921	Up
map05010 Alzheimer disease	Slc25a4	K05863	0.642036668875635	Down
map05010 Alzheimer disease	Ndufs6	K03939	0.6512618562387951	Down
map05010 Alzheimer disease	Atp5f1e	K02135	0.542550568723035	Down
map05010 Alzheimer disease	Cox7a1	K02270	0.5924888605983449	Down
map05010 Alzheimer disease	Atp5f1b	K02133	0.618571477912479	Down
map05010 Alzheimer disease	Tubb5	K07375	1.54061670277402	Up
map05010 Alzheimer disease	Uqcrh	K00416	0.581900215098893	Down
map05010 Alzheimer disease	Atp5f1a	K02132	0.627681631616807	Down
map05010 Alzheimer disease	Cox7a2l	K02270	0.6662543517511751	Down
map05010 Alzheimer disease	Ndufa4	K03948	0.59366947425099	Down
map05010 Alzheimer disease	Sdha	K00234	0.661259454365319	Down
map05010 Alzheimer disease	Ndufs8	K03941	0.6496181498102359	Down
map05010 Alzheimer disease	Wipi1	K17908	1.5634633275502199	Up
map05010 Alzheimer disease	Ndufs1	K03934	0.642445054945055	Down
map05010 Alzheimer disease	Atp5f1c	K02136	0.599008402089168	Down
map05010 Alzheimer disease	Ndufs2	K03935	0.643691510045366	Down
map05010 Alzheimer disease	Ndufv1	K03942	0.641955154934909	Down
map05010 Alzheimer disease	Lrp1	K04550	3.28290990715233	Up
map05010 Alzheimer disease	Tubb6	K07375	1.8838743686976	Up
map05010 Alzheimer disease	Ndufa10	K03954	0.662131590033233	Down
map05010 Alzheimer disease	Rtn4	K20720	3.90514814378955	Up
map05010 Alzheimer disease	Cox6c	K02268	0.599873434738557	Down
map05010 Alzheimer disease	Ndufc2	K03968	0.6541508402692738	Down
map05010 Alzheimer disease	Ndufa2	K03946	0.6094478047302161	Down
map05010 Alzheimer disease	Ndufa3	K03947	0.649707161981258	Down
map05010 Alzheimer disease	Sdhb	K00235	0.629682953768926	Down
map05010 Alzheimer disease	Ndufb4	K03960	0.666269169230358	Down
map05010 Alzheimer disease	Ndufb5	K03961	0.6546426677664531	Down
map05010 Alzheimer disease	Ndufb9	K03965	0.6450303390255999	Down
map05010 Alzheimer disease	Ndufa6	K03950	0.6483572980413621	Down
map05010 Alzheimer disease	Ndufb3	K03959	0.6013982556414771	Down
map05010 Alzheimer disease	Ndufb7	K03963	0.6449632057386679	Down
map05010 Alzheimer disease	Uqcrfs1	K00411	0.634808916528353	Down
map05010 Alzheimer disease	Ndufs4	K03937	0.54674271455307	Down
map05010 Alzheimer disease	Uqcrc1	K00414	0.6464293336748199	Down
map05010 Alzheimer disease	Cyc1	K00413	0.6482520542616811	Down
map05010 Alzheimer disease	Atp5f1d	K02134	0.629907280960253	Down
map05010 Alzheimer disease	Ndufv2	K03943	0.663517803344319	Down
map05010 Alzheimer disease	Klc4	K10407	1.56317021202277	Up
map05010 Alzheimer disease	Ndufs7	K03940	0.657864277863694	Down
map05010 Alzheimer disease	Ndufa8	K03952	0.6383428999676379	Down
map05010 Alzheimer disease	Ndufb10	K03966	0.6402400166760971	Down
map05010 Alzheimer disease	Ndufs3	K03936	0.6557638270166539	Down
map05010 Alzheimer disease	Tubb3	K07375	2.09946692139402	Up
map05010 Alzheimer disease	Ndufa13	K11353	0.651582478192837	Down
map05010 Alzheimer disease	Apbb1	K04529	0.37219020172910705	Down
map05010 Alzheimer disease	Ndufa7	K03951	0.5764563234751441	Down
map05012 Parkinson disease	Klc1	K10407	1.8329382762871	Up
map05012 Parkinson disease	Klc2	K10407	1.7137194079086102	Up
map05012 Parkinson disease	Mtnd1	K03878	0.664531774654894	Down
map05012 Parkinson disease	Mtatp8	K02125	0.619321157371039	Down
map05012 Parkinson disease	Sod1	K04565	0.65550331432095	Down
map05012 Parkinson disease	Mapt	K04380	1.9370930806878897	Up
map05012 Parkinson disease	Itpr1	K04958	2.57193268186754	Up
map05012 Parkinson disease	Cox5a	K02264	0.665065186731032	Down
map05012 Parkinson disease	Cox7c	K02272	0.643286691763146	Down
map05012 Parkinson disease	Cox4i1	K02263	0.624698972099853	Down
map05012 Parkinson disease	Slc25a4	K05863	0.642036668875635	Down
map05012 Parkinson disease	Ndufs6	K03939	0.6512618562387951	Down
map05012 Parkinson disease	Atp5f1e	K02135	0.542550568723035	Down
map05012 Parkinson disease	Cox7a1	K02270	0.5924888605983449	Down
map05012 Parkinson disease	Atp5f1b	K02133	0.618571477912479	Down
map05012 Parkinson disease	Tubb5	K07375	1.54061670277402	Up
map05012 Parkinson disease	Uqcrh	K00416	0.581900215098893	Down
map05012 Parkinson disease	Atp5f1a	K02132	0.627681631616807	Down
map05012 Parkinson disease	Cox7a2l	K02270	0.6662543517511751	Down
map05012 Parkinson disease	Ndufa4	K03948	0.59366947425099	Down
map05012 Parkinson disease	Maob	K00274	0.527779462402544	Down
map05012 Parkinson disease	Sdha	K00234	0.661259454365319	Down
map05012 Parkinson disease	Ndufs8	K03941	0.6496181498102359	Down
map05012 Parkinson disease	Ndufs1	K03934	0.642445054945055	Down
map05012 Parkinson disease	Atp5f1c	K02136	0.599008402089168	Down
map05012 Parkinson disease	Ndufs2	K03935	0.643691510045366	Down
map05012 Parkinson disease	Ndufv1	K03942	0.641955154934909	Down
map05012 Parkinson disease	Tubb6	K07375	1.8838743686976	Up
map05012 Parkinson disease	Ndufa10	K03954	0.662131590033233	Down
map05012 Parkinson disease	Cox6c	K02268	0.599873434738557	Down
map05012 Parkinson disease	Ndufc2	K03968	0.6541508402692738	Down
map05012 Parkinson disease	Ndufa2	K03946	0.6094478047302161	Down
map05012 Parkinson disease	Ndufa3	K03947	0.649707161981258	Down
map05012 Parkinson disease	Sdhb	K00235	0.629682953768926	Down
map05012 Parkinson disease	Ndufb4	K03960	0.666269169230358	Down
map05012 Parkinson disease	Ndufb5	K03961	0.6546426677664531	Down
map05012 Parkinson disease	Ndufb9	K03965	0.6450303390255999	Down
map05012 Parkinson disease	Ndufa6	K03950	0.6483572980413621	Down
map05012 Parkinson disease	Ndufb3	K03959	0.6013982556414771	Down
map05012 Parkinson disease	Ndufb7	K03963	0.6449632057386679	Down
map05012 Parkinson disease	Uqcrfs1	K00411	0.634808916528353	Down
map05012 Parkinson disease	Ndufs4	K03937	0.54674271455307	Down
map05012 Parkinson disease	Uqcrc1	K00414	0.6464293336748199	Down
map05012 Parkinson disease	Cyc1	K00413	0.6482520542616811	Down
map05012 Parkinson disease	Atp5f1d	K02134	0.629907280960253	Down
map05012 Parkinson disease	Ndufv2	K03943	0.663517803344319	Down
map05012 Parkinson disease	Klc4	K10407	1.56317021202277	Up
map05012 Parkinson disease	Ndufs7	K03940	0.657864277863694	Down
map05012 Parkinson disease	Ndufa8	K03952	0.6383428999676379	Down
map05012 Parkinson disease	Ndufb10	K03966	0.6402400166760971	Down
map05012 Parkinson disease	Ndufs3	K03936	0.6557638270166539	Down
map05012 Parkinson disease	Tubb3	K07375	2.09946692139402	Up
map05012 Parkinson disease	Ndufa13	K11353	0.651582478192837	Down
map05012 Parkinson disease	Htra2	K08669	0.6375950353820141	Down
map05012 Parkinson disease	Uchl1	K05611	2.6453335297258502	Up
map05012 Parkinson disease	Ndufa7	K03951	0.5764563234751441	Down
map05014 Amyotrophic lateral sclerosis	Klc1	K10407	1.8329382762871	Up
map05014 Amyotrophic lateral sclerosis	Klc2	K10407	1.7137194079086102	Up
map05014 Amyotrophic lateral sclerosis	Mtnd1	K03878	0.664531774654894	Down
map05014 Amyotrophic lateral sclerosis	Mtatp8	K02125	0.619321157371039	Down
map05014 Amyotrophic lateral sclerosis	Sod1	K04565	0.65550331432095	Down
map05014 Amyotrophic lateral sclerosis	Cox5a	K02264	0.665065186731032	Down
map05014 Amyotrophic lateral sclerosis	Prph	K07607	0.393995592869805	Down
map05014 Amyotrophic lateral sclerosis	Cox7c	K02272	0.643286691763146	Down
map05014 Amyotrophic lateral sclerosis	Cox4i1	K02263	0.624698972099853	Down
map05014 Amyotrophic lateral sclerosis	Gpx3	K00432	2.47631151592177	Up
map05014 Amyotrophic lateral sclerosis	Ndufs6	K03939	0.6512618562387951	Down
map05014 Amyotrophic lateral sclerosis	Atp5f1e	K02135	0.542550568723035	Down
map05014 Amyotrophic lateral sclerosis	Cox7a1	K02270	0.5924888605983449	Down
map05014 Amyotrophic lateral sclerosis	Atp5f1b	K02133	0.618571477912479	Down
map05014 Amyotrophic lateral sclerosis	Actr1a	K16575	1.50318460562487	Up
map05014 Amyotrophic lateral sclerosis	Tubb5	K07375	1.54061670277402	Up
map05014 Amyotrophic lateral sclerosis	Uqcrh	K00416	0.581900215098893	Down
map05014 Amyotrophic lateral sclerosis	Atp5f1a	K02132	0.627681631616807	Down
map05014 Amyotrophic lateral sclerosis	Cox7a2l	K02270	0.6662543517511751	Down
map05014 Amyotrophic lateral sclerosis	Ndufa4	K03948	0.59366947425099	Down
map05014 Amyotrophic lateral sclerosis	Nup62	K14306	1.57377706495589	Up
map05014 Amyotrophic lateral sclerosis	Sqstm1	K14381	2.85656148918405	Up
map05014 Amyotrophic lateral sclerosis	Atxn2l	K23625	1.89786707031788	Up
map05014 Amyotrophic lateral sclerosis	Sdha	K00234	0.661259454365319	Down
map05014 Amyotrophic lateral sclerosis	Ndufs8	K03941	0.6496181498102359	Down
map05014 Amyotrophic lateral sclerosis	Wipi1	K17908	1.5634633275502199	Up
map05014 Amyotrophic lateral sclerosis	Ndufs1	K03934	0.642445054945055	Down
map05014 Amyotrophic lateral sclerosis	Atp5f1c	K02136	0.599008402089168	Down
map05014 Amyotrophic lateral sclerosis	Ndufs2	K03935	0.643691510045366	Down
map05014 Amyotrophic lateral sclerosis	Ndufv1	K03942	0.641955154934909	Down
map05014 Amyotrophic lateral sclerosis	Tubb6	K07375	1.8838743686976	Up
map05014 Amyotrophic lateral sclerosis	Ndufa10	K03954	0.662131590033233	Down
map05014 Amyotrophic lateral sclerosis	Gpx7	K00432	2.1681315104166696	Up
